onset	duration	value	trial_type
18.22	18	1	WordIncongruent
45.81	18	1	WordCongruent
74.43	18	1	WordCongruent
104.09	18	1	WordCongruent
131.73	18	1	WordIncongruent
162.86	18	1	WordIncongruent
195.69	18	1	WordCongruent
224.45	18	1	WordCongruent
254.82	18	1	WordIncongruent
288.12	18	1	WordCongruent
318.03	18	1	WordIncongruent
351.37	18	1	WordIncongruent
