onset	duration	value	trial_type
24.33	18	1	WordCongruent
51.56	18	1	WordCongruent
81.1	18	1	WordIncongruent
109.87	18	1	WordIncongruent
139.5	18	1	WordCongruent
171.66	18	1	WordIncongruent
203.09	18	1	WordIncongruent
230.71	18	1	WordCongruent
262.06	18	1	WordIncongruent
290.79	10	1	WordCongruent
323.11	18	1	WordIncongruent
351.38	18	1	WordCongruent
